Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000102434	Gm38049	1	-	36029647	36031018	0.040816	0.008294	0.021946
ENSMUSG00000026123	Plekhb2	1	+	34849976	34879580	66.220741	73.515297	194.525116
ENSMUSG00000102202	Gm33280	1	+	36132042	36138746	0.245968	0.049982	0.132254
ENSMUSG00000045216	Hs6st1	1	+	36068400	36106446	62.269585	18.942440	50.122635
ENSMUSG00000104523	Gm37335	1	-	36105384	36106446	0.000000	0.000000	0.000000
ENSMUSG00000047180	Neurl3	1	-	36264597	36274679	2.496114	0.628072	1.661910
ENSMUSG00000102762	4930403P22Rik	1	+	36332708	36333420	0.105189	0.021375	0.056559
ENSMUSG00000037447	Arid5a	1	+	36307733	36324029	3.532527	2.799050	7.406427
ENSMUSG00000037470	Uggt1	1	-	36140027	36244720	23.453554	10.403131	27.527203
ENSMUSG00000098752	Mir6897	1	-	36144252	36144313	0.000000	0.000000	0.000000
ENSMUSG00000010453	Kansl3	1	-	36335730	36369181	48.915924	20.798645	55.034248
ENSMUSG00000098680	Mir6898	1	-	36348682	36348758	0.207792	0.042224	0.111727
ENSMUSG00000037432	Fer1l5	1	+	36372291	36422110	5.093444	1.041730	2.756470
ENSMUSG00000001143	Lman2l	1	-	36419871	36445271	29.601654	16.075087	42.535480
ENSMUSG00000037408	Cnnm4	1	+	36471620	36508764	18.773928	4.216204	11.156285
ENSMUSG00000104316	Gm37909	1	+	36473952	36476110	0.345994	0.070308	0.186037
ENSMUSG00000106081	Gm47280	1	+	36506562	36506702	0.743129	0.151007	0.399572
ENSMUSG00000001138	Cnnm3	1	+	36511867	36528237	28.926769	9.346656	24.731716
ENSMUSG00000102845	Gm38033	1	-	36527534	36528237	0.000000	0.000000	0.000000
ENSMUSG00000067653	Ankrd23	1	-	36530188	36536883	3.264255	1.553585	4.110863
ENSMUSG00000109510	Gm42417	1	-	36530193	36539429	0.000000	0.000000	0.000000
ENSMUSG00000079610	Ankrd39	1	-	36537507	36547445	6.167974	2.892119	7.652690
ENSMUSG00000026121	Sema4c	1	-	36548639	36558349	18.316031	5.161056	13.656411
ENSMUSG00000087589	D430040D24Rik	1	+	36557701	36565613	1.514984	0.450838	1.192939
ENSMUSG00000046337	Fam178b	1	-	36562692	36683183	0.074015	0.086135	0.227918
ENSMUSG00000089906	Gm6428	1	+	36601802	36602146	1.505109	0.305845	0.809281
ENSMUSG00000077939	Gm24133	1	+	36663965	36664039	0.000000	0.000000	0.000000
ENSMUSG00000061518	Cox5b	1	+	36691449	36693681	187.328018	132.096573	349.534119
ENSMUSG00000026117	Zap70	1	+	36761798	36782818	0.755246	0.456101	1.206866
ENSMUSG00000097291	Gm18828	1	-	36764863	36765874	0.000000	0.000000	0.000000
ENSMUSG00000037351	Actr1b	1	-	36698114	36714422	266.776215	102.312485	270.723938
ENSMUSG00000102416	4933424G06Rik	1	+	36710149	36757953	0.443771	0.546834	1.446951
ENSMUSG00000104237	Gm33533	1	-	36739048	36744792	3.172462	0.644658	1.705798
ENSMUSG00000080054	Rpl12-ps1	1	-	36957930	36958427	0.124163	0.025230	0.066761
ENSMUSG00000050122	Vwa3b	1	+	37026596	37187613	0.338009	0.850820	2.251313
ENSMUSG00000103603	Gm37020	1	-	37132273	37133264	0.449597	0.091360	0.241743
ENSMUSG00000026116	Tmem131	1	-	36792191	36943666	43.877289	16.464809	43.566704
ENSMUSG00000103016	Gm37506	1	-	36871903	36872045	0.461538	0.093787	0.248164
ENSMUSG00000102930	Gm38115	1	-	36913601	36916539	0.000000	0.000000	0.000000
ENSMUSG00000103159	F830112A20Rik	1	-	36922797	36926348	0.125845	0.025572	0.067665
ENSMUSG00000026113	Inpp4a	1	+	37299865	37410736	73.327995	40.290607	106.610947
ENSMUSG00000086064	4930439A04Rik	1	-	37329667	37334172	0.000000	0.000000	0.000000
ENSMUSG00000102879	Gm37135	1	-	37330971	37331504	0.000000	0.000000	0.000000
ENSMUSG00000026112	Coa5	1	-	37417084	37430103	95.818130	26.417334	69.901581
ENSMUSG00000026111	Unc50	1	+	37430139	37439124	54.321632	16.036354	42.432991
ENSMUSG00000026110	Mgat4a	1	-	37439340	37541016	16.509169	6.519877	17.251921
ENSMUSG00000103948	4930594C11Rik	1	-	37485851	37488605	0.110400	0.022434	0.059361
ENSMUSG00000087233	Gm43213	1	-	37487193	37488982	0.585877	0.119053	0.315020
ENSMUSG00000026090	2010300C02Rik	1	-	37611677	37720085	320.702728	117.028320	309.662781
ENSMUSG00000089767	4930556I23Rik	1	+	37614259	37615372	4.353879	0.884728	2.341033
ENSMUSG00000104365	4930470B04Rik	1	+	37660722	37662647	0.505711	0.102763	0.271915
ENSMUSG00000102650	Gm19863	1	-	37694447	37696664	0.064472	0.013101	0.034666
ENSMUSG00000060771	Tsga10	1	-	37754776	37866429	6.223845	3.872226	10.246102
ENSMUSG00000097268	Gm26805	1	+	37865299	37871388	4.861685	0.987916	2.614075
ENSMUSG00000037216	Lipt1	1	+	37871738	37876228	1.659957	1.552388	4.107696
ENSMUSG00000026088	Mitd1	1	-	37874801	37890411	4.755157	4.308247	11.399836
ENSMUSG00000026087	Mrpl30	1	+	37890477	37898535	35.063084	33.511368	88.672752
ENSMUSG00000058407	Txndc9	1	-	37985189	37997893	11.667029	8.368730	22.144075
ENSMUSG00000102716	Gm5099	1	+	38132083	38159892	0.055960	0.011371	0.030089
ENSMUSG00000026083	Eif5b	1	+	37998010	38055579	31.394901	9.746936	25.790878
ENSMUSG00000026082	Rev1	1	-	38052786	38129801	10.452657	7.488303	19.814423
ENSMUSG00000103804	Gm37062	1	-	38076295	38077305	3.599852	0.731506	1.935601
ENSMUSG00000037138	Aff3	1	-	38177326	38664955	37.098114	22.129915	58.556858
ENSMUSG00000085391	Gm16150	1	+	38235420	38246666	1.131179	0.479709	1.269334
ENSMUSG00000085280	Gm16151	1	+	38307902	38311930	0.000000	0.000000	0.000000
ENSMUSG00000087131	Gm16152	1	+	38384949	38393974	0.134288	0.051271	0.135666
ENSMUSG00000102984	Gm34727	1	+	38487519	38488047	0.283554	0.057619	0.152464
ENSMUSG00000048814	Lonrf2	1	-	38793645	38836711	131.945450	37.114132	98.205841
ENSMUSG00000102447	Gm6621	1	+	38907945	38908716	0.047280	0.009608	0.025422
ENSMUSG00000067604	Nms	1	+	38939149	38950276	0.000000	0.000000	0.000000
ENSMUSG00000026080	Chst10	1	-	38863867	38898161	24.776978	20.433550	54.068192
ENSMUSG00000103647	Gm37707	1	+	38884754	38888072	0.000000	0.000000	0.000000
ENSMUSG00000103182	Gm37091	1	-	39081252	39083338	0.052420	0.010652	0.028186
ENSMUSG00000026078	Pdcl3	1	+	38985608	38997238	15.013985	5.567239	14.731191
ENSMUSG00000103046	Gm37309	1	+	38992678	38994316	5.259305	1.068714	2.827871
ENSMUSG00000026077	Npas2	1	+	39193731	39363236	3.036938	16.065739	42.510746
ENSMUSG00000092553	Gm20428	1	-	39276283	39276565	0.830389	0.168739	0.446491
ENSMUSG00000092563	Gm3617	1	+	39314899	39315453	0.014955	0.003039	0.008041
ENSMUSG00000073702	Rpl31	1	+	39367842	39371911	252.349579	125.429771	331.893433
ENSMUSG00000003134	Tbc1d8	1	-	39371492	39478755	17.763676	5.145642	13.615624
ENSMUSG00000102607	Gm37265	1	-	39419048	39419932	0.000000	0.000000	0.000000
ENSMUSG00000003135	Cnot11	1	+	39534992	39546889	33.054642	7.624451	20.174677
ENSMUSG00000085894	Gm15832	1	-	39547570	39552002	4.472953	0.908924	2.405058
ENSMUSG00000077704	Snord89	1	-	39548745	39548854	6.745454	1.370706	3.626957
ENSMUSG00000048234	Rnf149	1	-	39551296	39577405	47.478127	12.905207	34.147820
ENSMUSG00000064936	Gm23722	1	-	39573746	39573875	0.415385	0.084408	0.223348
ENSMUSG00000057173	Rfx8	1	-	39665301	39720997	0.000000	0.000000	0.000000
ENSMUSG00000101634	1700066B17Rik	1	-	39839175	39847334	0.000000	0.000000	0.000000
ENSMUSG00000050967	Creg2	1	-	39618406	39651474	125.633621	25.529310	67.551826
ENSMUSG00000097083	D930019O06Rik	1	+	39650176	39657390	11.047133	2.244827	5.939923
ENSMUSG00000102985	4930456G14Rik	1	-	40049039	40050368	1.167669	0.237276	0.627843
ENSMUSG00000026073	Il1r2	1	+	40074079	40125231	0.015502	0.042531	0.112539
ENSMUSG00000097899	Gm16894	1	-	40076228	40085851	4.651906	0.945288	2.501279
ENSMUSG00000102975	Gm37347	1	+	40088511	40091581	0.000000	0.000000	0.000000
ENSMUSG00000026072	Il1r1	1	+	40225080	40317257	0.522811	0.537657	1.422668
ENSMUSG00000103560	Gm38070	1	+	40238020	40244499	0.031312	0.006363	0.016836
ENSMUSG00000070942	Il1rl2	1	+	40324610	40367562	0.350411	0.128062	0.338859
ENSMUSG00000103230	Gm17970	1	+	40353852	40354536	0.218978	0.044497	0.117742
ENSMUSG00000026069	Il1rl1	1	+	40429570	40465415	0.221982	0.090564	0.239638
ENSMUSG00000026070	Il18r1	1	+	40465552	40500854	0.000000	0.000000	0.000000
ENSMUSG00000104441	Gm35801	1	-	40572188	40580662	0.000000	0.000000	0.000000
ENSMUSG00000026065	Slc9a4	1	+	40580081	40630725	0.503086	0.176795	0.467807
ENSMUSG00000102676	Gm37435	1	-	40582895	40586841	0.000000	0.000000	0.000000
ENSMUSG00000026062	Slc9a2	1	+	40680574	40769273	2.497136	0.805460	2.131286
ENSMUSG00000103679	Gm37623	1	-	40691442	40697636	0.000000	0.000000	0.000000
ENSMUSG00000079588	Tmem182	1	+	40805601	40856887	0.000000	0.000000	0.000000
ENSMUSG00000100178	Gm5267	1	+	42103289	42104333	0.004402	0.000895	0.002367
ENSMUSG00000053640	Gm9915	1	+	42229726	42231108	0.107737	0.021908	0.057971
ENSMUSG00000026074	Map4k4	1	+	39900913	40026310	31.602049	31.725897	83.948303
ENSMUSG00000103270	Gm37915	1	+	40771385	40785343	0.798726	0.162305	0.429466
ENSMUSG00000041945	Mfsd9	1	-	40772038	40790687	4.053535	1.346737	3.563532
ENSMUSG00000101299	Gm28175	1	+	42261855	42304412	1.948485	0.597906	1.582088
ENSMUSG00000103106	Gm37047	1	+	42491813	42495663	0.000000	0.000000	0.000000
ENSMUSG00000060424	Pantr1	1	-	42590782	42694842	2.652663	20.261499	53.612930
ENSMUSG00000104199	4930420N18Rik	1	+	42651726	42652401	1.106509	0.224848	0.594958
ENSMUSG00000093436	Gm20646	1	+	42694925	42744791	11.576091	4.198658	11.109859
ENSMUSG00000045515	Pou3f3	1	+	42695768	42703176	101.219841	20.568321	54.424805
ENSMUSG00000097063	Pantr2	1	-	42707061	42713454	6.680537	2.344868	6.204638
ENSMUSG00000099784	Dalir	1	+	42750712	42752881	4.674654	0.949911	2.513510
ENSMUSG00000060679	Mrps9	1	+	42851233	42905683	12.616924	13.141315	34.772575
ENSMUSG00000077448	Gm23126	1	-	42866685	42866818	0.791045	0.160744	0.425336
ENSMUSG00000041907	Gpr45	1	+	42952872	43035456	5.339796	3.242896	8.580865
ENSMUSG00000070939	Tgfbrap1	1	-	43047200	43098637	12.837978	11.327444	29.972982
ENSMUSG00000100269	Gm28782	1	+	43056267	43057134	0.000000	0.000000	0.000000
ENSMUSG00000041878	8430432A02Rik	1	+	43092588	43093835	1.352574	0.274849	0.727264
ENSMUSG00000010290	AI597479	1	+	43098710	43115947	37.530075	7.626278	20.179512
ENSMUSG00000101923	Gm29041	1	+	43409584	43409963	0.197368	0.040106	0.106123
ENSMUSG00000008136	Fhl2	1	-	43123074	43196984	103.625717	25.556955	67.624977
ENSMUSG00000094497	Gm8210	1	+	43189156	43189638	16.599516	3.373096	8.925379
ENSMUSG00000026051	1500015O10Rik	1	+	43730602	43742578	3.343681	0.679451	1.797861
ENSMUSG00000100764	Gm29155	1	-	43741961	43743895	1.098253	0.379970	1.005418
ENSMUSG00000100635	Gm29157	1	+	43742915	43743526	0.101307	0.020586	0.054472
ENSMUSG00000100480	Gm29156	1	-	43745784	43746282	2.747495	0.558303	1.477298
ENSMUSG00000066877	Nck2	1	+	43444579	43570515	2.490753	13.164692	34.834431
ENSMUSG00000103422	Gm37536	1	+	43488447	43490937	0.000000	0.000000	0.000000
ENSMUSG00000103945	Gm38228	1	+	43560273	43561565	3.172467	0.644659	1.705801
ENSMUSG00000100701	Gm19587	1	+	43888051	43888595	1.209480	0.245772	0.650324
ENSMUSG00000057363	Uxs1	1	-	43746966	43827800	37.906586	10.813545	28.613178
ENSMUSG00000090243	Gm16103	1	+	43785910	43787188	0.058640	0.011916	0.031530
ENSMUSG00000047343	Mettl21c	1	-	44009408	44020034	0.000000	0.000000	0.000000
ENSMUSG00000090106	Gm15838	1	-	44018470	44018649	0.000000	0.000000	0.000000
ENSMUSG00000041763	Tpp2	1	+	43933647	44003000	12.096990	10.545155	27.903004
ENSMUSG00000026049	Tex30	1	-	44086613	44102441	4.799434	1.877087	4.966867
ENSMUSG00000101104	Gm29247	1	-	44091463	44110790	0.000000	0.000000	0.000000
ENSMUSG00000026047	Kdelc1	1	-	44106546	44118808	9.402455	2.912984	7.707900
ENSMUSG00000041684	Bivm	1	+	44118957	44144770	16.351414	7.593025	20.091522
ENSMUSG00000101567	Txn-ps1	1	-	44463923	44464231	0.207120	0.042088	0.111366
ENSMUSG00000026048	Ercc5	1	+	44147744	44181260	15.226912	5.042980	13.343976
ENSMUSG00000101937	Gm5268	1	+	45178067	45179006	0.014628	0.002972	0.007865
ENSMUSG00000056870	Gulp1	1	+	44551511	44796838	0.109439	1.428006	3.778576
ENSMUSG00000102319	Gm37626	1	+	44560885	44565447	0.000000	0.000000	0.000000
ENSMUSG00000089877	Gm16102	1	+	44644279	44644698	0.050000	0.010160	0.026884
ENSMUSG00000101701	4930521E06Rik	1	-	44739676	44744949	0.000000	0.000000	0.000000
ENSMUSG00000103071	Gm38110	1	+	44756942	44758492	0.096712	0.019652	0.052001
ENSMUSG00000026043	Col3a1	1	+	45311538	45349706	1.154034	0.435703	1.152893
ENSMUSG00000105211	Gm47302	1	+	45311673	45311813	1.102509	0.224035	0.592807
ENSMUSG00000026042	Col5a2	1	-	45374321	45503282	2.967135	1.122819	2.971035
ENSMUSG00000104476	Gm38211	1	-	45485836	45493052	0.000000	0.000000	0.000000
ENSMUSG00000025995	Wdr75	1	+	45795166	45823619	14.397605	7.694458	20.359921
ENSMUSG00000098549	Gm5269	1	-	45889525	45890273	0.339583	0.093029	0.246158
ENSMUSG00000099381	Gm18303	1	+	45905623	45906798	1.012755	0.205796	0.544547
ENSMUSG00000084817	Gm5526	1	-	45857332	45857754	42.303631	8.596286	22.746201
ENSMUSG00000070896	Rpl23a-ps1	1	+	45981548	45982012	0.015361	0.003121	0.008259
ENSMUSG00000090682	Gm3852	1	-	46011757	46012020	0.418561	0.085053	0.225056
ENSMUSG00000025993	Slc40a1	1	-	45908068	45926523	6.027473	3.325165	8.798553
ENSMUSG00000101262	Gm8326	1	+	46414502	46416932	0.475155	0.096554	0.255486
ENSMUSG00000041144	Dnah7b	1	+	46066315	46373546	0.369619	0.327330	0.866133
ENSMUSG00000101921	Gm28825	1	+	47067788	47068025	0.074580	0.015155	0.040101
ENSMUSG00000081185	Gm4852	1	-	47365644	47366372	2.378841	0.483391	1.279077
ENSMUSG00000103246	Gm38090	1	-	47433824	47435765	0.077240	0.015696	0.041531
ENSMUSG00000100033	Gm8337	1	+	47657693	47659630	5.195621	1.055773	2.793629
ENSMUSG00000099608	4933411E06Rik	1	+	50107470	50108962	0.060281	0.012249	0.032412
ENSMUSG00000101337	Dnah7c	1	+	46425592	46807476	0.866406	0.281026	0.743608
ENSMUSG00000025986	Slc39a10	1	-	46807544	46892852	127.409180	52.756310	139.595825
ENSMUSG00000100213	Gm28151	1	-	46849529	46850479	11.554153	2.347855	6.212542
ENSMUSG00000103129	Gm37393	1	-	46877203	46881072	0.038760	0.007876	0.020841
ENSMUSG00000100160	Gm28527	1	-	46896583	46896879	4.290685	0.871886	2.307055
ENSMUSG00000099413	Gm17767	1	-	51507086	51596718	0.056296	0.030964	0.081934
ENSMUSG00000103424	Gm37535	1	-	51527005	51529369	0.000000	0.000000	0.000000
ENSMUSG00000026107	Nabp1	1	-	51465862	51478425	4.677490	3.371832	8.922036
ENSMUSG00000026109	Tmeff2	1	+	50900647	51187270	25.592804	13.583280	35.942032
ENSMUSG00000100671	Gm28322	1	+	50904444	50905918	0.711186	0.144516	0.382397
ENSMUSG00000092906	Gm25736	1	+	51015313	51015413	0.386139	0.078465	0.207623
ENSMUSG00000101242	Gm28319	1	-	51138281	51141222	0.000000	0.000000	0.000000
ENSMUSG00000099924	Gm28320	1	+	51148309	51150581	1.083590	0.220190	0.582635
ENSMUSG00000099625	Gm29325	1	+	51195221	51197748	1.593750	0.323857	0.856942
ENSMUSG00000101799	9330175M20Rik	1	-	51218386	51333779	0.411050	0.083527	0.221017
ENSMUSG00000045954	Cavin2	1	+	51289126	51302960	14.581015	2.962927	7.840053
ENSMUSG00000099741	Gm5253	1	-	51317528	51318552	0.000000	0.000000	0.000000
ENSMUSG00000099135	Gm27607	1	-	51938974	51939095	1.016393	0.206536	0.546503
ENSMUSG00000072324	Gm8420	1	-	51940664	51941261	0.008839	0.001796	0.004753
ENSMUSG00000018417	Myo1b	1	-	51749765	51916071	9.745298	8.152996	21.573235
ENSMUSG00000101724	Gm29453	1	-	51847840	51849118	0.000000	0.000000	0.000000
ENSMUSG00000100313	Gm28323	1	-	51877110	51879608	0.000000	0.000000	0.000000
ENSMUSG00000062939	Stat4	1	+	51987148	52107189	0.211089	0.489432	1.295060
ENSMUSG00000101628	Gm28177	1	+	52077261	52156087	0.000000	0.000000	0.000000
ENSMUSG00000078291	Gm3940	1	-	52090635	52091066	0.323082	0.065652	0.173718
ENSMUSG00000109599	Gm31812	1	-	52108121	52113751	0.580342	0.117928	0.312044
ENSMUSG00000026104	Stat1	1	+	52119440	52161865	13.083773	6.749226	17.858788
ENSMUSG00000099569	Gm18301	1	-	52134443	52135330	0.427928	0.086957	0.230092
ENSMUSG00000026103	Gls	1	-	52163448	52233232	78.461060	77.757988	205.751526
ENSMUSG00000097833	Gm5976	1	-	52503234	52504229	0.114207	0.023207	0.061408
ENSMUSG00000100120	Gm553	1	+	52522902	52582679	0.578926	0.117640	0.311282
ENSMUSG00000099878	Gm28178	1	-	52570014	52580291	0.000000	0.000000	0.000000
ENSMUSG00000002881	Nab1	1	-	52457294	52500679	35.732292	8.786279	23.248932
ENSMUSG00000100007	Gm5527	1	+	52584518	52585159	6.046775	1.228732	3.251285
ENSMUSG00000103630	Gm37242	1	-	52653808	52655892	2.020384	0.410551	1.086339
ENSMUSG00000043015	Nemp2	1	+	52630703	52651919	3.018467	1.487582	3.936216
ENSMUSG00000041439	Mfsd6	1	-	52656286	52727462	57.175682	25.604898	67.751839
ENSMUSG00000100302	Gm29670	1	-	52702272	52704762	0.179446	0.036464	0.096486
ENSMUSG00000026102	Inpp1	1	-	52785427	52817688	17.116560	5.275360	13.958866
ENSMUSG00000041426	Hibch	1	+	52844929	52920986	6.300090	6.173943	16.336561
ENSMUSG00000089802	Gm16107	1	-	52873137	52873998	0.000000	0.000000	0.000000
ENSMUSG00000026100	Mstn	1	+	53061640	53068079	0.553420	0.112457	0.297568
ENSMUSG00000060715	1700019A02Rik	1	-	53158577	53187636	0.000000	0.000000	0.000000
ENSMUSG00000043629	1700019D03Rik	1	-	52922324	53020179	1.498506	4.382656	11.596725
ENSMUSG00000026098	Pms1	1	-	53189187	53297018	1.142875	1.171983	3.101127
ENSMUSG00000100763	Gm28777	1	+	53196113	53197695	0.000000	0.000000	0.000000
ENSMUSG00000100069	Gm6801	1	+	53390415	53392585	0.000000	0.000000	0.000000
ENSMUSG00000026097	Ormdl1	1	+	53297095	53310309	4.624071	2.313800	6.122431
ENSMUSG00000100679	Gm28778	1	+	53297111	53318035	0.000000	0.000000	0.000000
ENSMUSG00000026096	Osgepl1	1	+	53313624	53326343	6.404017	4.010191	10.611165
ENSMUSG00000099913	Gm28551	1	-	53325507	53352667	15.044205	3.057049	8.089105
ENSMUSG00000101838	Gm18800	1	-	53326206	53342186	0.000000	0.000000	0.000000
ENSMUSG00000026095	Asnsd1	1	-	53344617	53352752	6.375380	4.434206	11.733130
ENSMUSG00000096141	Dnah7a	1	-	53397006	53706784	0.051891	0.011083	0.029326
ENSMUSG00000092657	Gm25240	1	-	53443271	53443395	0.000000	0.000000	0.000000
ENSMUSG00000026094	Stk17b	1	-	53755506	53785224	7.333846	2.358101	6.239654
ENSMUSG00000094013	Gm25829	1	-	54249102	54249208	0.190654	0.038742	0.102513
ENSMUSG00000025983	Ccdc150	1	+	54250683	54368727	0.000000	0.000000	0.000000
ENSMUSG00000042807	Hecw2	1	-	53806876	54195168	23.971804	6.637688	17.563654
ENSMUSG00000098443	Mir7681	1	+	53849424	53849495	0.000000	0.000000	0.000000
ENSMUSG00000087949	Gm24251	1	-	53886828	53886941	0.000000	0.000000	0.000000
ENSMUSG00000102868	Gm37633	1	-	54152397	54155096	0.247778	0.050350	0.133228
ENSMUSG00000041303	Gtf3c3	1	-	54396004	54438971	28.510254	6.815801	18.034950
ENSMUSG00000073678	Pgap1	1	-	54472994	54557684	12.824291	4.335294	11.471403
ENSMUSG00000104136	Gm36955	1	-	54518610	54520270	0.270921	0.055052	0.145671
ENSMUSG00000052331	Ankrd44	1	-	54645340	54926387	3.024824	3.264407	8.637784
ENSMUSG00000101674	4930444A19Rik	1	+	54681729	54767524	0.004398	0.012257	0.032432
ENSMUSG00000102503	Gm37370	1	-	54737166	54738575	0.317730	0.064564	0.170840
ENSMUSG00000089245	Gm24053	1	+	54769218	54769322	0.000000	0.000000	0.000000
ENSMUSG00000102642	A130048G24Rik	1	-	54913845	54916594	0.239636	0.048695	0.128850
ENSMUSG00000103030	E330011M16Rik	1	-	55051319	55053112	0.000000	0.000000	0.000000
ENSMUSG00000025981	Coq10b	1	+	55052770	55072702	12.568069	7.180285	18.999390
ENSMUSG00000101122	Gm17971	1	+	55066264	55067069	3.661290	0.743990	1.968636
ENSMUSG00000025982	Sf3b1	1	-	54985169	55027481	82.214081	40.820118	108.012070
ENSMUSG00000100736	Gm5147	1	-	55120080	55120873	0.046599	0.009469	0.025056
ENSMUSG00000089670	Gm16581	1	+	55127297	55128287	1.890515	0.384161	1.016509
ENSMUSG00000025980	Hspd1	1	-	55077835	55088243	190.347519	53.300114	141.034760
ENSMUSG00000073676	Hspe1	1	+	55088132	55091307	83.124535	31.927633	84.482101
ENSMUSG00000061863	Gm6822	1	-	55160747	55161053	0.925779	0.188122	0.497781
ENSMUSG00000025979	Mob4	1	+	55131231	55154899	22.460747	16.587410	43.891113
ENSMUSG00000025978	Rftn2	1	-	55170159	55226782	18.598192	9.016114	23.857088
ENSMUSG00000097649	Gm10561	1	+	55226251	55235622	7.526771	1.529473	4.047062
ENSMUSG00000046994	Mars2	1	+	55237177	55248470	13.405170	2.723990	7.207814
ENSMUSG00000025977	Boll	1	-	55248658	55363469	0.192645	0.257123	0.680359
ENSMUSG00000100215	Gm8292	1	+	55335401	55335796	1.726220	0.350776	0.928170
ENSMUSG00000099950	9130227L01Rik	1	+	55931241	55972328	0.703198	0.175805	0.465189
ENSMUSG00000102491	Gm36986	1	-	55960404	55960756	0.000000	0.000000	0.000000
ENSMUSG00000100944	Gm28900	1	+	56451407	56451562	0.153938	0.031281	0.082771
ENSMUSG00000038349	Plcl1	1	+	55405921	55754285	31.430387	6.490653	17.174591
ENSMUSG00000102145	Gm38056	1	+	55440904	55445930	1.227737	0.249482	0.660141
ENSMUSG00000100309	Gm6644	1	-	55444074	55445024	0.000000	0.000000	0.000000
ENSMUSG00000102831	Gm37382	1	+	55559460	55561055	0.184211	0.037432	0.099048
ENSMUSG00000101429	BC055402	1	-	57200645	57214993	0.226598	0.046046	0.121839
ENSMUSG00000101129	Gm5254	1	-	57291425	57292401	0.020471	0.004160	0.011007
ENSMUSG00000038331	Satb2	1	-	56793981	56978650	58.965881	17.186796	45.477119
ENSMUSG00000087022	9130024F11Rik	1	+	56971412	57050084	18.225117	9.868984	26.113825
ENSMUSG00000104310	Gm4081	1	+	56976803	56978640	1.492927	0.303369	0.802731
ENSMUSG00000094128	Gm23943	1	-	56999155	56999275	0.000000	0.000000	0.000000
ENSMUSG00000038323	1700066M21Rik	1	+	57377620	57385423	38.979836	9.263106	24.510641
ENSMUSG00000048495	Tyw5	1	-	57388237	57407101	6.664225	3.471747	9.186416
ENSMUSG00000025971	Maip1	1	+	57406328	57417953	7.768332	3.428453	9.071856
ENSMUSG00000038305	Spats2l	1	+	57774162	57948394	0.998976	4.309503	11.403158
ENSMUSG00000091283	Gm17234	1	-	57909835	57917111	0.000000	0.000000	0.000000
ENSMUSG00000054770	Kctd18	1	-	57955101	58018956	3.322097	4.044310	10.701444
ENSMUSG00000026039	Sgo2a	1	+	57995971	58025899	0.083345	0.029089	0.076971
ENSMUSG00000063558	Aox1	1	+	58029931	58106413	4.435473	1.652105	4.371551
ENSMUSG00000064294	Aox3	1	+	58113130	58200698	0.411347	0.141444	0.374268
ENSMUSG00000089275	Gm24548	1	-	58154981	58155088	0.000000	0.000000	0.000000
ENSMUSG00000038242	Aox4	1	+	58210397	58268597	0.389903	0.134407	0.355648
ENSMUSG00000089822	Gm15759	1	-	58254117	58315656	0.060167	0.012226	0.032351
ENSMUSG00000079554	Aox2	1	+	58278326	58380259	0.077803	0.015810	0.041834
